,title,lyrics
175,The Sailor's Alphabet,"
A is the anchor that holds a bold ship,
B is the bowsprit that often does dip,
C is the capstan on which we do wind, and
D is the davits on which the jolly boat hangs.
Chorus:
Oh, hi derry, hey derry, ho derry down,
Give sailors their grog and there's nothing goes wrong,
So merry, so merry, so merry are we,
No matter who's laughing at sailors at sea.

2. E is the ensign, the red, white, and blue,
F is the fo'c'sle, holds the ship's crew,
G is the gangway on which the mate takes his stand,
H is the hawser that seldom does strand.
Chorus:

3. I is the irons where the stuns'l boom sits,
J is the jib-boom that often does dip,
K are the keelsons of which you've told, and
L are the lanyards that always will hold.
Chorus:

4. M is the main mast, so stout and so strong,
N is the north point that never points wrong,
O are the orders of which we must be'ware, and
P are the pumps that cause sailors to swear.
Chorus:

5. Q is the quadrant, the sun for to take,
R is the riggin' that always does shake,
S is the starboard side of our bold ship, and
T are the topmasts that often do split.
Chorus:

6. U is the ugliest old Captain of all,
V are the vapours that come with the squall,
W is the windlass on which we do wind, and
X, Y, and Z, well, I can't put in rhyme!
Chorus:
"
176,Sailors Farewell Hymn,"
It's our time to go now,
: Haul away your anchor, :
It's our sailing time.

2. Get some sail upon her,
: Haul away your halyards, :
It's our sailing time.

3. Get her on her course now,
: Haul away your fore sheet, :
It's our sailing time.

4. Waves are rolling under,
: Haul away down Channel, :
On the evening tide.

5. When my days are over,
: Haul away for heaven, :
God be by my side.

6. It's our time to go now,
: Haul away your anchor, :
It's our sailing time.
"
177,Sailor's Prayer,"
This dirty town has been my home since last time I was sailing
But I'll not stay another day; I'd sooner be out whaling.
Chorus:
Oh Lord above; send down a dove,
With beak as sharp as razors
To cut the throat of them there blokes
Who sells bad beer to sailors.

2. Paid off me score and them ashore, me money soon was flying
With Judy Lee upon my knee in my ear a lying,
Chorus:

3. With my new-found friends, my money spent just as fast as winking
But when I make to clean the slate, the landlord says, ""Keep Drinking"".
Chorus:

4. With me money gone and clothes in pawn and Judy set for leaving
Six months of pay gone in three days, but Judy isn't grieving.
Chorus:

5. When the crimp comes round, I'll take his pound and his hand I'll be shaking
Tomorrow morn sail for the Horn just as dawn is breaking.
Chorus:

6. So for one last trip from port I'll ship but next time back I'm swearing
I'll settle down in my hometown and go no more seafaring.
Chorus:
"
178,"The Sailor Likes His Bottle, Oh","
The Mate was drunk, and he went below,
To take a swig of his bottle, oh.
A bottle of rum, and a bottle of gin,
And a bottle of Irish whiskey, oh.
Chorus:
His bottle, oh, his bottle, oh,
The sailor likes his bottle, oh,

2. Tobaccio, tobaccio,
The sailor loves tobaccio,
A cut of the plug, and a cut of the Swiss,
And a cut of hard tobaccio,
Chorus:

3. The maidens, oh, the lassies, oh,
The sailor loves the Judys, oh,
A gal from Liverpool and a gal from the Tyne
And a lassie so fine and dandy, oh.
Chorus:

4. A bloody rough house, a bloody rough house,
The sailor loves a roughhouse, oh,
A kick in the ass and an all-hands-in,
A bloody good rough-and-tumble, oh,
Chorus:

So early in the morning
The Sailor likes his bottle-o
A bottle o'rum and a bottle o'gin
and a botle  o' Irish whiskey-o
So early in the moring
The Sailor likes his bottle-o

2. So early in the morning
The sailor likes his baccy-o
A packet o' shag and a packet o' twist
and a packet o' Yankee Doodle-o
So early in the morning
The sailor likes his baccy-o

3. So early in the morning
The sailor likes the lasses-o
The lasses o' Blyth and the lesses o' Shields
and the lasses across the water-o
So early in the morning
The sailor likes the lasses-o
"
179,Sally Brown,"
O, Sally Brown, of New York City,
Way, hay, roll and go!
O, Sally Brown you're very pretty
Spend my money on Sally Brown!

2. O, Sally Brown's a bright mulatto,
Way, hay, roll and go!
She drinks rum and chews tobacco,
Spend my money on Sally Brown!

3. O, Sally Brown's a Creole lady,
Way, hay, roll and go!
She's the mother of a yellow baby,
Spend my money on Sally Brown!

4. Seven long years I courted Sally,
Way, hay, roll and go!
Sweetest girl in all the valley,
Spend my money on Sally Brown!

5. Seven long years she wouldn't marry,
Way, hay, roll and go!
And I no longer cared to tarry,
Spend my money on Sally Brown!

6. So I courted Sal, her only daughter,
Way, hay, roll and go!
For her I sail upon the water,
Spend my money on Sally Brown!

7. Sally's teeth are white and pearly,
Way, hay, roll and go!
Her eyes are blue, her hair is curly,
Spend my money on Sally Brown!

8. Now my troubles are all over,
Way, hay, roll and go!
Sally's married to a dirty soldier,
Spend my money on Sally Brown!
"
180,Samoa Song,"
Goodbye my feleni, o le a ou lea,
Te folau le va-a o, le Alii pule meleta,
Nei galo mai Apia, si ota ele ele,
Ae magatua maipea, le au pa sese.
Refrain:
Oh, I never will forget you,
Samoa ele e le galotu
Oh, I never will forget you,
Samoa ele atu.

2. Fa a foga foga, in ai samea u-ma,
Sai fai atu o lau faa tusa, pei o le sulu saga,
I toto nu o maga, faa pea lau pele,
Mai tau pou uma a, mai tau pou uma.
Refrain:
"
181,Sang an Aegir,"
O Aegir, Herr der Fluten
Dem Nix und Neck sich beugt,
In Morgensonneglute
Die Heldenschar sich neigt.
In grimmer fehd' wir fahren
Hin an den fernen Strand,
Durch Sturm, durch Fels und Klippe
Führ' uns in Feindesland.
Will uns der Neck bedräuen,
Versagt uns unser Schild,
So wehr' dein flammend Auge
Dem Ansturm noch so wild !
Wie Frithjof auf Ellida
Getrost durfuhr dein Meer
So schirm' von diesem Drachen
Uns, deiner Söhne Heer !
Wenn in dem wilden Horste
Sich Brünn und Brünne drängt,
Den Feind, vom Stahl getroffen,
Die Schildesmaid umfängt,
Dann töne hin zum Meere
Mit Schwert und Schildesklang,
Dir, hoher Gott zu Ehre,
Wie Sturmwind unser Sang.
"
182,The Sea Is England's Glory,"
The sea is England's glory!
The bounding waves her throne;
For ages bright in story,
The ocean is her own.
In war the first, the fearless
Her standard leads the brave,
In peace she reigns so peerless,
The Empress of the wave!

2. The sea is England's splendour!
Her wealth the mighty main;
She is the world's defender;
The humble to sustain;
Her gallant sons in story
Stand bravest of the brave,
Oh! England's strength and glory
Are on her ocean wave!

3. Thou loveliest land of beauty!
Where dwells domestic worth,
Where loyalty and duty
Entwine each heart and hearth!
Thy rock is freedom's pillow
The rampart of the brave,
Oh! long as rolls the billow,
Shall England rule the wave!
"
183,Serafina,"
In Callao there lives a gal
Whose name is Serafina
Serafina! Serafina!
She sleeps all day and 'works' all night
On the old Cally Marina
Serafina! Oh, Serafina!

2. She's the queen, me boys, of all the gals
That live in the ole' Casino,
Serafina! Serafina!
She used to 'kiss' for monkey nuts
But now she 'works' for vino.
Serafina! Oh, Serafina!

3. At robbin' silly sailors, boys,
No gal was ever keener
Serafina! Serafina!
She'll make you pay right through the nose,
That lovely Serafina!
Serafina! Oh, Serafina!

4. She'll guzzle pisco, beer and gin,
On rum her mum did wean her
Serafina! Serafina!
She smokes just like a chimney stack
On a P.S.N.C steamer.
Serafina! Oh, Serafina!

5. Serafina's got no 'shoes',
I been ashore an' seen 'er
Serafina! Serafina!
She's got no time to put them on,
That hard-worked Serafina.
Serafina! Oh, Serafina!

6. When I was young an' in me prime,
I first met Serafina
Serafina! Serafina!
In Callao we saw the sights
An' then went up to Lima.
Serafina! Oh, Serafina!

7. But the finest sight I ever saw
Was little Serafina,
Serafina! Serafina!
But the very next day as we sailed away,
I wished I'd never been there.
Serafina! Oh, Serafina!

8. For I wuz skint, me clothes wuz gone,
An' so wuz Serafina.
Serafina! Serafina!
She'd done me brown, she'd sunk me down,
That dirty she-hyena!
Serafina! Oh, Serafina!

9. I used to love a little girl
Whose name was Serafina
Serafina! Serafina!
But she's gone off with a Dago man
Who plays a concertina.
Serafina! Oh, Serafina!
"
184,Shallow Brown,"
O, I'm going to leave her
Shallow, oh shallow brown
O, I'm going to leave her
Shallow brown, shallow brown

2. Bound away for St. Georges
Shallow, oh shallow brown
Bound away for St. Georges
Shallow brown, shallow brown

3. Master's going to sell me
Shallow, oh shallow brown
Master's going to sell me
Shallow brown, shallow brown

4. Sell me for the dollar
Shallow, oh shallow brown
Great big Spanish dollar
Shallow brown, shallow brown

5. O, me clothes is all in order
Shallow, oh shallow brown
And me packet leaves tomorrow
Shallow brown, shallow brown

6. Fare thee well my Juliana
Shallow, oh shallow brown
Fare thee well my Juliana
Shallow brown, shallow brown

7. O, I'm leaving in the morning
Shallow, oh shallow brown
O, I'm leaving in the morning
Shallow brown, shallow brown
"
185,The Shannon and the Chesapeake,"
Now the Cheasapeake so bold
Sailed from Boston we've been told,
For to take the British frigate neat and handy, O!
The people in the port
All came out to see the sport,
And the bands were playing ""Yankee Doodle Dandy, O!""

2. The British frigate's name,
Which for the purpose came
To cool the Yankee courage and handy-o,
Was the ShannonCaptain Broke,
All her men were hearts of oak.
And at fighting were allowed to be dandy-o.

3. The fight had scarce begun
Ere they flinched from their guns,
Which at first they started working neat and handy-o.
Then brave Broke he waved his sword,
Crying, ""Now, my lads, aboard,
And we'll stop their playing 'Yankee Doodle Dandy-O.'""

4. They no sooner heard the word,
Than they quickly jumped aboard,
And hauled down the Yankee colors neat and handy-o;
Notwithstanding all their brag,
Now the glorious British flag
At the Yankee mizzen peak was quite the dandy-o.

5. Here's a health, brave Broke, to you,
To your officers and crew,
Who aboard the Shannon frigate fought so handy-o;
And may it always prove,
That in fighting and in love,
The British tar forever is the dandy-o.
"
186,Shenandoah,"
O Shenandoah! I long to hear you,
Way-aye, you rolling river
Across that wide and rolling river.
Away, we're bound away
'cross the wide Missouri!

O Shenandoah, I love your daughter
Way-aye, you rolling river
I'll take her 'cross yon rolling water
Away, we're bound away
'cross the wide Missouri!

For seven years I courted Sally,
Way-aye, you rolling river
For seven more I longed to have her
Away, we're bound away
'cross the wide Missouri!

She said she would not be my lover
Way-aye, you rolling river
Because I was a tarry sailor
Away, we're bound away
'cross the wide Missouri!

At last there came a Yankee skipper
Way-aye, you rolling river
He winked his eye, and he tipped his flipper
Away, we're bound away
'cross the wide Missouri



(adsbygoogle = window.adsbygoogle || []).push({});





(adsbygoogle = window.adsbygoogle || []).push({});







	#mc_embed_signup{background:#fff; clear:left; font:14px Helvetica,Arial,sans-serif; width:100%;}
	/* Add your own MailChimp form style overrides in your site stylesheet or in this style block.
	   We recommend moving this block and the preceding CSS link to the HEAD of your HTML file. */



    
	Subscribe to The Traditional Music Library mailing list
	
    
    
    
    







	






  window._taboola = window._taboola || [];
  _taboola.push({article:'auto'});
  !function (e, f, u, i) {
    if (!document.getElementById(i)){
      e.async = 1;
      e.src = u;
      e.id = i;
      f.parentNode.insertBefore(e, f);
    }
  }(document.createElement('script'),
  document.getElementsByTagName('script')[0],
  '//cdn.taboola.com/libtrc/traditionalmusic/loader.js',
  'tb_loader_script');
  if(window.performance && typeof window.performance.mark == 'function')
    {window.performance.mark('tbl_ic');}




  window._taboola = window._taboola || [];
  _taboola.push({
    mode: 'thumbnails-a',
    container: 'taboola-below-article-thumbnails',
    placement: 'Below Article Thumbnails',
    target_type: 'mix'
  });

















 




  window._taboola = window._taboola || [];
  _taboola.push({flush: true});

"
187,The Shoals Of Herring,"
With our nets and gear we’re faring
O’er the wild and wasteful ocean
It’s there on the deep that we harvest and reap our bread
As we hunt the bonny shoals of herring.

2. It was on a fine and a pleasant day
Out of Yarmouth harbour I was faring
As a cabin boy on a sailing lugger
For to go and hunt the shoals of herring.

3. Now the work was hard and the hours were long
And the treatment sure it took some bearing
Her was little kindness and the kicks were many
As we hunted for the shoals of herring.

4. Oh we fished the Swarth and the Dogger Bank
I was cook and I’d a quarter-sharing
And I used to sleep standing on me feet
And I’d dream about the shoals of herring.

5. Oh! We left the home grounds in the month of June
And for canny Shiels we soon were bearing
With a hundred cran of the silver darling
That we’d taken from the shoals of herring.

6. Now you’re up on deck you’re a fisherman
You can swear and show a manly bearing
Take your turn on watch with the other fellows
While you’re searching for shoals of herring.

7. In the stormy seas and the living gale
Just to earn your daily bread you’re daring
From the Dover Straits to the Faeroe Islands
As you’re following the shoals of herring.

8. Oh I earned my keep and I paid me way
And I earned the gear that I was wearing
Sailed a million miles, caught ten million fishes
We were sailing after shoals of herring.
"
188,Sir Richard Grenville's Farewell,"
Who seeks the way to win renown,
Or flies with wings of his desire;
Who seeks to wear the laureate crown,
Or hath the mind that would aspire:
Let him his native soil eschew,
Let him go range and seek anew.

2. Each haughty heart is well content
With every chance that shall betide;
No hap can hinder his intent:
He steadfast stands, though fortune slide.
The sun, quoth he, doth shine as well
Abroad as erst where I did dwell.

3. In change of streams each fish can live,
Each fowl content with every air;
Each haughty heart remaineth still,
And not be drowned in deep despair:
Wherefore I judge all lands alike
To haughty hearts who fortune seek.

4. To pass the seas some think a toil,
Some think it strange abroad to roam;
Some think it a grief to leave their soil,
Their parents, kinfolks, and their home.
Think so who list, I like it not:
I must abroad to try my lot.

5. Who lists at home at cart to drudge,
And cark and care for worldly trash,
With buckled shoes let him go trudge,
Instead of lance or whip to slash:
A mind that base his kind will show
Of carrion sweet to feed a crow.

6. If Jason of that mind had been,
The Grecians when they came to Troy
Had never so the Trojans foiled,
Nor never put them to such annoy:
Wherefore who lust may live at home.
To purchase fame I will go roam."
189,Song of the Fishes,"
Come all you bold fishermen, listen to me,
While I sing to you a song of the sea.
Chorus:
Then blow ye winds westerly, westerly blow,
We're bound to the southward, so steady we go.

2. First comes the blue-fish a-wagging his tail,
He come up on the deck and yells: ""All hands make sail!""
Chorus:

3. Next comes the eels, with their nimble tails,
They jumped up aloft and loosed all the sails.
Chorus:

4. Next come the herrings, with their little tails,
The manned sheets and halliards and set all the sails.
Chorus:

5. Next comes the porpoise, with his short snout,
He jumps on the bridge and yells: ""Ready, about!""
Chorus:

6. Next comes the swordfish, the scourge of the sea,
The order he gives is ""Helm's a-lee!""
Chorus:

7. Then comes the turbot, as red as a beet,
He shouts from the bridge: ""Stick out that foresheet!""
Chorus:

8. Having accomplished these wonderful feats,
The blackfish sings out next to: ""Rise tacks and sheet!""
Chorus:

9. Next comes the whale, the largest of all,
Singing out from the bridge: ""Haul taut, mainsail, haul!""
Chorus:

10. Then comes the mackerel, with his striped back,
He flopped on the bridge and yelled: ""Board the main tack!""
Chorus:

11. Next comes the sprat, the smallest of all,
He sings out: ""Haul well taut, let go and haul!""
Chorus:

12. Then comes the catfish, with his chuckle had,
Out in the main chains for a heave of the lead.
Chorus:

13. Next comes the flounder, quite fresh from the ground,
Crying: ""Damn your eyes, chucklehead, mind where you sound!""
Chorus:

14. Along came a dolphin, flapping his tail,
He yelled to the boatswain to reef the foresail.
Chorus:

15. Along came the shark, with his three rows of teeth,
He flops on the foreyard and takes a snug reef.
Chorus:

16. Up jumps the fisherman, stalwart and grim,
And with his big net he scooped them all in.
Chorus:
"
190,South Australia,"
In South Australia I was born
To me heave away, haul away
In South Australia round Cape Horn
Chorus
We're bound for South Australia
Haul away you rolling kings
To me heave away, haul away
Haul away, you'll hear me sing
We're bound for South Australia

2. As I walked out one morning fair
To me heave away, haul away
'Twas there I met Miss Nancy Blair
Chorus

3. I shook her up and I shook her down
To me heave away, haul away
I shook her round and round the town
Chorus

4. I run her all night and I run her all day
To me heave away, haul away
And I run her until we sailed away
Chorus

5. There ain't but one thing grieves me mind
To me heave away, haul away
To leave Miss Nancy Blair behind
Chorus

6. And as we wallop around Cape Horn
To me heave away, haul away
You'll wish to God you'd never been born
Chorus

7. In South Australia my native land
To me heave away, haul away
Full of rocks and thieves and fleas and sand
Chorus

8. I wish I was on Australia's strand
To me heave away, haul away
With a bottle of whiskey in my hand
Chorus"
191,Spanish Ladies,"
Farewell and adieu to you, Spanish ladies,
Farwell and adieu to you, ladies of Spain;
For we've received orders for to sail to old England;
But we hope in a short time to see you again.

2. *We'll rant and we'll roar like true British sailors,
We'll rant and we'll roar across the salt seas,
Until we strike soundings in the channel of old England,
From Ushant to Scilly is thirty five leagues.

3. Then we hove our ship to with the wind at sou'west, boys,
We hove our ship to, for to strike soundings clear;
We got soundings in ninety-five fathom, and boldly
Up the channel of old England our course we did steer.

4. Now the first land we made it is called the Deadman,
Then, Ramshead off Plymouth, Start, Portland, and Wight;
We passed by Beechy, by Fairleigh and Dungeness,
And hove our ship to, off South Foreland Light.

5. Then a signal was made for the grand fleet to anchor,
All in the Downs, that night for to meet
Then stand by your stoppers, let go your shank-painters,
Haul all your clew garnets, stick out tacks and sheets.

6. Now let every man drink off his full bumper
Let every man toss off his full bowls;
We'll drink and be jolly, and drown melancholy,
So here's a good health to all true-hearted souls!




(adsbygoogle = window.adsbygoogle || []).push({});





(adsbygoogle = window.adsbygoogle || []).push({});







	#mc_embed_signup{background:#fff; clear:left; font:14px Helvetica,Arial,sans-serif; width:100%;}
	/* Add your own MailChimp form style overrides in your site stylesheet or in this style block.
	   We recommend moving this block and the preceding CSS link to the HEAD of your HTML file. */



    
	Subscribe to The Traditional Music Library mailing list
	
    
    
    
    







	






  window._taboola = window._taboola || [];
  _taboola.push({article:'auto'});
  !function (e, f, u, i) {
    if (!document.getElementById(i)){
      e.async = 1;
      e.src = u;
      e.id = i;
      f.parentNode.insertBefore(e, f);
    }
  }(document.createElement('script'),
  document.getElementsByTagName('script')[0],
  '//cdn.taboola.com/libtrc/traditionalmusic/loader.js',
  'tb_loader_script');
  if(window.performance && typeof window.performance.mark == 'function')
    {window.performance.mark('tbl_ic');}




  window._taboola = window._taboola || [];
  _taboola.push({
    mode: 'thumbnails-a',
    container: 'taboola-below-article-thumbnails',
    placement: 'Below Article Thumbnails',
    target_type: 'mix'
  });

















 




  window._taboola = window._taboola || [];
  _taboola.push({flush: true});

"
192,Stand To Your Guns!,"
Stand to your guns! my hearts of oak,
Let not a word on board be spoke,
Victory soon will crown the joke;
Be silent and be ready.
Ram home your guns and sponge them well,
Let us be sure, the balls will tell,
The cannon's roar shall sound their knell,
Be steady, boys, be steady.
Not yet, nor yet, nor yet.
Reserve your fire,
I do desire, fire!

Now, the elements do rattle,
The Gods amaz'd behold the battle
A broadside, my boys.
See the blood in purple tide,
Trickle down her batter'd side,
Wing'd with fate the bullets fly,
Conquer, boys, or bravely die!
Hurl destruction on your foes!
She sinks, Huzza! to the bottom,
To the bottom down she goes!
"
193,Stately Southerner,"
'Tis of a stately Southerner
Who flew the Stripes and Stars
The whistling wind from west nor'west
Blew through our pitch-pine spars
We had our larboard tacks on board
As we hung upon a gale,
Geble Island light shone bright
From the Old Head of Kinsale.

2. No thought was there of shortening sail
By him who trod our poop,
Although the press of our pondering jibs,
The boom bends like a hoop;
Our groaning chess-trees told the strain
That stood on our stout main tack
But he only laughed as he glanced abaft
At the white and glistening track.

3. It was a bright and a cloudless night,
The wind blew fresh and strong
As gaily o'er the Channel wave
Our good ship swept along.
With the foaming sea before her bow
The briny wave she spread
Till bending low in a foam like snow
She buries her lee cathead.

4. ""What's this upon our weather bow
What ship is this I see?
It's time our good ship hauled her wind,
We're abreast the old Saltee""
'Twas by the nightly robe she wore
And her tap'ring length of spar
We knew our morning visitor
Was a British man-o'-war.

5. What did our daring foeman do?
A shot ahead he passed,
Clewed up his flowing courses,
Laid his topsails to the mast.
Those British tars gave three huzzas
From the deck of their black corvette
But we answered back with a scornful laugh
As our starry flag we set.

6. ""Out booms, out booms!"" cried the Southerner.
""Out booms, and give her sheet.
Here comes the fastest man-o'-war
Of all the Channel fieet.
She's bearing down upon us, boys,
With the white foam at her bow
Out booms, out booms!"" cried the Southerner.
""Don't spare your canvas now!""

7. The midtide meets the Channel wave
That flows from shore to shore
The mist hung heavy o'er the land
From Featherstone to Dunmore;
The day star glinted in the east,
Four bells had rolled the hour,
And the sterling light on Tuskar Rock
Was quenched in the Waterford Tower.

8. Out spake our noble captain then,
Not a cloud was on his brow:
""Stand by, my gallant heroes all,
The enemy's on us now.
We carry aloft the Stars and Stripes
Against old England's boast.
Paul Jones, the terror of the sea,
Will fly them on her coast!""

9. The fog was rising o'er the land,
The wind was from the shore,
And the poor Dungarven fishernen
Sought shelter in Kinsore.
With light sails set and booms rigged out
And stun's'ls hoisted away
Paul Jones did clear the Channel mouth
Before the dawn of day.
"
194,Stormalong,"
O, Stormy's gone, that good old man,
To my way hay, Stormalong, John!
O, poor old Stormy's dead and gone,
To my aye, aye, aye, aye, Mister Stormalong!

2. We dug his grave with a silver spade,
To my way hay, Stormalong, John!
His shroud of the finest silk was made.
To my aye, aye, aye, aye, Mister Stormalong!

3. We lowered him with a silver chain,
To my way hay, Stormalong, John!
Our eyes all dim with more than rain.
To my aye, aye, aye, aye, Mister Stormalong!

4. An able sailor, bold and true,
To my way hay, Stormalong, John!
A good old bosun to his crew.
To my aye, aye, aye, aye, Mister Stormalong!

5. He's moored at last, and furled his sail,
To my way hay, Stormalong, John!
No danger now from wreck or gale.
To my aye, aye, aye, aye, Mister Stormalong!

6. I wish I was old Stormy's son,
To my way hay, Stormalong, John!
I'd build me a ship of a thousand ton.
To my aye, aye, aye, aye, Mister Stormalong!

7. I'd fill her up with New England rum,
To my way hay, Stormalong, John!
And all my shellbacks they would have some.
To my aye, aye, aye, aye, Mister Stormalong!

8. I'd sail this wide world 'round and 'round,
To my way hay, Stormalong, John!
With plenty of money I would be found.
To my aye, aye, aye, aye, Mister Stormalong!

9. Old Stormy's dead and gone to rest,
To my way hay, Stormalong, John!
Of all the sailors he was the best,
To my aye, aye, aye, aye, Mister Stormalong!
"
195,Stormy Weather Boys,"
We're laying in Surrey Dock one day,
When the mate told us to get under way.
Refrain:
Stormy weather boys, stormy weather boys,
When the wind blows, our barge will go.

2. He's homeward bound but he's out of luck,
'Cause the skipper's half drunk in the Dog and Duck.
Refrain:

3. Then the skipper came aboard with a girl on his arm,
He's going to give up barging and take a farm.
Refrain:

4. So the mate ran forward and the cook fell in the dock,
And the skipper caught his knackers in the mainsheet block.
Refrain:

5. We shored her off and away did go,
But the skipper's got a bottle of beer below.
Refrain:

6. She fills away and she sails like heck
But there ain't no bargemen up on deck.
Refrain:

7. Then up comes a mermaid, covered in mud,
So we took her down in the fo'csle and had a good time.
Refrain:
"
196,Strike the Bell,"
Up on the poop deck and walking about,
There is the second mate so steady and so stout;
What he is a-thinkin' of he doesn't know himself
And we wish that he would hurry up and strike, strike the bell.
Chorus:
Strike the bell second mate, let us go below;
Look well to windward you can see it's gonna blow;
Look at the glass, you can see it has fell,
Oh we wish that you would hurry up and strike, strike the bell.

2. Down on the main deck and workin' at the pumps,
There is the larboard watch just longing for their bunks;
Look out to windward, you can see a great swell,
And we wish that you would hurry up and strike, strike the bell.
Chorus:

3. Forward on the forecastle head and keepin' sharp lookout,
There is Johnny standin', a-longin' fer to shout,
Lights' a-burnin' bright sir and everything is well,
And he's wishin' that the second mate would strike, strike the bell.
Chorus:

4. Aft at the wheelhouse old Anderson stands,
Graspin' at the helm with his frostbitten hands,
Lookin' at the compass through the course is clear as hell
And he's wishin' that the second mate would strike, strike the bell.
Chorus:

5. Aft on the quarter deck our gallant captain stands,
Lookin' out to windward with a spyglass in his hand,
What he is a-thinkin' of we know very well,
He's thinkin' more of shortenin' sail than strikin' the bell.
Chorus:
"
197,Ten Thousand Miles,"
O fare you well, my own true love,
So fare you well for a while
I'm going away, but I'm coming back
If I go ten thousand miles.

If I prove false to you, my love
The earth may melt and burn
The sea may freeze and the earth may burn
If I no more return.

Ten thousand miles, my own true love
Ten thousand miles or more
The rocks may melt and the seas may burn
If I no more return.

And who will shoe your pretty feet
Or who will glove your hand
Or who will kiss your red rosy cheek
When I'm in the foreign land.

My father will shoe my pretty little feet
My mother will glove my hand
And you can kiss my red, rosy cheek
When you return again.

O don't you see yon little turtle dove
A-skipping from vine to vine
A-mourning the loss of her own true love
Just as I mourn for mine.

Don't you see yon pretty little girl
A-spinning on yonder wheel
Ten thousand gay gold guineas would I give
To feel just like she feels..




(adsbygoogle = window.adsbygoogle || []).push({});





(adsbygoogle = window.adsbygoogle || []).push({});







	#mc_embed_signup{background:#fff; clear:left; font:14px Helvetica,Arial,sans-serif; width:100%;}
	/* Add your own MailChimp form style overrides in your site stylesheet or in this style block.
	   We recommend moving this block and the preceding CSS link to the HEAD of your HTML file. */



    
	Subscribe to The Traditional Music Library mailing list
	
    
    
    
    







	






  window._taboola = window._taboola || [];
  _taboola.push({article:'auto'});
  !function (e, f, u, i) {
    if (!document.getElementById(i)){
      e.async = 1;
      e.src = u;
      e.id = i;
      f.parentNode.insertBefore(e, f);
    }
  }(document.createElement('script'),
  document.getElementsByTagName('script')[0],
  '//cdn.taboola.com/libtrc/traditionalmusic/loader.js',
  'tb_loader_script');
  if(window.performance && typeof window.performance.mark == 'function')
    {window.performance.mark('tbl_ic');}




  window._taboola = window._taboola || [];
  _taboola.push({
    mode: 'thumbnails-a',
    container: 'taboola-below-article-thumbnails',
    placement: 'Below Article Thumbnails',
    target_type: 'mix'
  });

















 




  window._taboola = window._taboola || [];
  _taboola.push({flush: true});

"
198,Ten Thousand Miles Away,"
Sing ho! for a brave an' a gallant ship,
An' a fast an' fav'rin' breeze,
Wi' a bully crew an' a cap'n to
To carry me over the seas;
To carry me over the seas, me boys,
To me true love far away,
For I'm takin' a trip on a Government ship
Ten thousand miles away.
Chorus:
Then blow, ye winds and blow!
An' a-rovin' I will go.
I'll stay no more on England's shore
To hear sweet music play
For I'm on the move to me own true love
Ten thousand miles away.

2. My true love wuz beautiful,
An' my true love wuz gay,
But she's taken a trip on a Government ship
Bound out to Botany Bay,
Bound out to Botany Bay, m'boys,
An' though she's far away,
I'll never forget me own true love,
Ten thousand miles away!
Chorus:

3. Oh, it wuz a summer's mornin',
When last I saw my Meg
She'd a Government band around each hand
An' another one round her leg
Oh, another one round her leg, m'boys
As the big ship left the bay,
""Adieu,"" she sez, ""remember me,
Ten thousand miles away!""
Chorus:

4. I wish I wuz a bosun bold
Or a sailor widout fear
I'd man a boat and away I'd float
An' straight for me true love steer;
An' straight for me true love steer, m'boys
Where the whales an' dolphins play,
Where the whales an' sharks are havin' their larks
Ten thousand miles away.
Chorus:

5. Oh, the sun may shine through the London fog
Or the river run quite clear,
Or the ocean brine turn into wine
Or I forget my beer
Or I forget my beer, m'boys
Or the landlord's quarter-pay
But I'll never forget me own true love
Ten thousand miles away.
Chorus:"
199,Three Score and Ten,"
Refrain:
And it's three score and ten
Boys and men were lost from Grimsby Town
From Yarmouth down to Scarborough
Many hundreds more were drowned
Their herring craft and trawlers
Their fishing smacks as well
Alone they fight the bitter night
And battle with the swell.

Me thinks I see a host of craft,
Spreading their sails at lee
As down the Humber they do steer,
Down for the great North Sea
Me thinks I see a wee small craft
And crew with hearts so brave
They go to earn their daily bread
Upon the restless waves.
Refrain:

2. Me thinks I see them yet again,
As they leave this land behind
Casting their nets into the sea,
The herring shoals to find
Me thinks I see them yet again,
And they save on board a right
With their sails close-reefed, their decks moist-cleaned
And their side-lights burning bright.
Refrain:

3. October's night brought such a sight,
'Twas never seen before
There were masts and yards and broken spars,
Washed up upon the shore
There was many a heart of sorrow,
There was many a heart so brave
There was many a true and noble lad
To find a watery grave.
Refrain:
"
200,Time to Leave Her,"
O, the work was hard and the wages low,
Leave her, Johnny, leave her!
We'll pack our bags and go below,
It's time for us to leave her!

2. The work was hard, the voyage was long,
Leave her, Johnny, leave her!
The seas were high, the gales were strong.
It's time for us to leave her!

3. The food was bad and the ship was slow,
Leave her, Johnny, leave her!
But now ashore again we'll go.
It's time for us to leave her!

4. It was growl you my but go you must,
Leave her, Johnny, leave her!
It mattered not whether you're last or first.
It's time for us to leave her!

5. I thought I heard the old man say,
Leave her, Johnny, leave her!
""Just one more pull and then belay.""
It's time for us to leave her!

6. The sails are furled, our work is done,
Leave her, Johnny, leave her!
And now on shore we'll have our fun.
It's time for us to leave her!
"
