,title,lyrics
10,Admiral Benbow  ,"written after his death in 1752courtesy of www.SailorSongs.com Come all you sailors bold - Lend an ear lend an ear 
          Come all you sailors bold lend an earIt's of our Admiral's fame - Brave Benbow called by name
        How he fought on the main - You shall hear.
        Brave Benbow he set sail - For to fight for to fight
        Brave Benbow he set sail for to fight
Brave Benbow he set sail - With a fine and pleasant gale
        But his captains they turned tail - In a fright
Says Kirby unto Wade - I will run, I will run
        Says Kirby unto Wade I will run - I value not disgrace
Nor the losing of my place - My enemies I'll not face With a gun""
        'Twas the Ruby and Noah's Ark - Fought the French fought the French
'Twas the Ruby and Noah's  - Ark fought the French
        And there was ten in all - Poor souls they fought them all
They valued them not at all - Nor their stench
        It was our Admiral's lot - With a chain shot with a chain shot
It was our Admiral's lot with a chain shot - Our Admiral lost his legs
        And to his men he begs - Fight on my boys he says - 'Tis my lot
While the surgeon dressed his wounds - Thus he said thus he said
        While the surgeon dressed his wounds thus he saidLet my cradle now in haste - On the quarterdeck be placed
        That my enemies I may face - Till I'm dead
And there bold Benbow lay - Crying out crying out
        And there bold Benbow lay crying out -       Let us tack about once more
We'll drive them to their own shore -         I value not half a score
        Nor their noise "
11,Aha Me Boys Lukeys Boat  ,"Lukey's  boat is painted green aha my boys, Lukey's boat is painted green
        The prettiest little boat you ever seen. Aha me boys a riddle I day

        Lukey's boat got a fine fore cutty, aha my boys,
        Lukey's boat got a fine fore cutty
        And every seam is chinked with putty Aha me boys a riddle I day

        Lukey's boat got high stop sails, aha my boys
        Lukey's boat got high stop sails
        And she was planched with copper nails  Aha me boys a riddle I day

        Oh, Lukey's boat got a high stopped jib aha my boys
        Oh, Lukey's boat got a high stopped jib
        And a patent block to her foremast head Aha me boys a riddle I day

        I think, says Lukey I'll make her bigger, aha my boys
        I think, says Lukey I'll make her bigger
        I'll load her down with a one claw jigger Aha me boys a riddle I day Lukey's rolling out his grub aha my boys        Lukey's rolling out his grub
        One split pea in a ten pound tub        Aha me boys a riddle I day

        Oh Lukey he sailed down the shore aha my boys
        Oh Lukey he sailed down the shore to    
        catch some fish from Labrador        Aha me boys a riddle I day

        Aha, says Lukey the blinds are down aha my boys
        Aha, says Lukey the blinds are down
        My wife is dead and underground        Aha me boys a riddle I day

        Aha, says Lukey I don't care. aha my boys        Aha, says Lukey I don't care
        I'll get me another in the spring of the year        Aha me boys a riddle I day. "
12,Alabama John Cherokee,"Lukey's  boat is painted green aha my boys, Lukey's boat is painted green
        The prettiest little boat you ever seen. Aha me boys a riddle I day

        Lukey's boat got a fine fore cutty, aha my boys,
        Lukey's boat got a fine fore cutty
        And every seam is chinked with putty Aha me boys a riddle I day

        Lukey's boat got high stop sails, aha my boys
        Lukey's boat got high stop sails
        And she was planched with copper nails  Aha me boys a riddle I day

        Oh, Lukey's boat got a high stopped jib aha my boys
        Oh, Lukey's boat got a high stopped jib
        And a patent block to her foremast head Aha me boys a riddle I day

        I think, says Lukey I'll make her bigger, aha my boys
        I think, says Lukey I'll make her bigger
        I'll load her down with a one claw jigger Aha me boys a riddle I day Lukey's rolling out his grub aha my boys        Lukey's rolling out his grub
        One split pea in a ten pound tub        Aha me boys a riddle I day

        Oh Lukey he sailed down the shore aha my boys
        Oh Lukey he sailed down the shore to    
        catch some fish from Labrador        Aha me boys a riddle I day

        Aha, says Lukey the blinds are down aha my boys
        Aha, says Lukey the blinds are down
        My wife is dead and underground        Aha me boys a riddle I day

        Aha, says Lukey I don't care. aha my boys        Aha, says Lukey I don't care
        I'll get me another in the spring of the year        Aha me boys a riddle I day. "
13,All For Me Grog  ," Hear a sample or buy the download or cd on the Sea Shanty Store page 
It is on Roger Chartier's  ""Sailor Songs"" CD   courtesy of www.SailorSongs.com CHORUS: Oh it’s all for me grog me jolly, jolly  , grog 
          It’s all for me rum and tobacco
          I’ve a spent all me tin with the lassies  drinking gin
        Oh across the stormy ocean I must wan –  der Verses:
        Here is me coat  me nobby knobby coat 
        Me coat’s seen a lot of rough weather
        For the sides are wore out and the back is  flying about
        Oh the lining’s looking out for better  wea – ther…CHORUS
        ………………………………………………………
        Here are me britches me knobby knobby,  britches
        Britches a seen a lot of rough weather
        Oh the pouch is near wore out and the seat’s  all flying about
        And the knees are looking out for better  wea-ther …..CHORUS
        ……………………………………………………………….
        Here is me shirt me nobby nobby shirt 
        
        Me  shirt’s a seen a lot of rough weather
        Oh the collar’s all worn out and the  sleeves are flying about
        And the tails looking out for better  weather……CHORUS
        ............................
        And look at me boots me nobby nobby boots
        Me boots seen a lot of rough weather
        Oh the soles are wore out and the heels  are flying about
        And me toes are looking out for better  wea-ther….CHORUS
        .................................................................................................
        Look at me hat  me nobby nobby hat 
        Me  hat’s seen a lot of rough weather
        Oh the brim is wore out and the crown is  flying about
        And the lining’s looking out for better  wea-ther …CHORUS
        .................................................................................................
        I’m sick Oh me head well I haven’t  been to bed
        Since first I came ashore from me slumber
        I’ve spent all me dough on the lassies  don’t you know
        Far across the western ocean I must wan-der……CHORUS"
14, Anchors Aweigh - Navy Song ,"US Naval Song 1906courtesy of www.SailorSongs.com
 Stand Navy out to sea,            

        Fight our Battle Cry;

        We'll never change our course, 
        

        So vicious foe steer shy-y-y-y.          Roll out the TNT, Anchors Aweigh

        Sail on to Victory

        And sink their bones to Davy Jones,
        Hooray!


        Anchors Away, my boys, 
        

        Anchors Aweigh

        Farewell to foreign shores, 
        

        We sail at break of day-ay-ay-ay.  Through our last night on shore, 
        

        Drink to the foam,

        Until we meet once more. 

        Here's wishing you a happy voyage home
        Blue of the Mighty Deep; 
        Gold of God's Sun          Let these colors be till  

        All of time be done, done, done,

        On seven seas we learn 
        Navy's stern call:

        Faith, Courage, Service true,
        with 

        Honor, Over Honor, Over All.     "
15,Andrew Barton  ,"As itt beffell in midsummer-time,  
        When burds singe sweetlye on euery tree,
        Our noble king, King Henery the Eighth, 
        Ouer the river of Thames past hee.

        Hee was no sooner ouer the riuer,
        Downe in a fforrest to take the ayre,
        But Eighty merchants of London cittye 
        Came kneeling before King Henery there.

        ""O yee are welcome, rich merchants, 
        Good saylers, welcome unto me!""
        They swore by the rood they were saylers good, 
        But rich merchants they cold not  bee.

        ""To Ffrance nor Fflanders dare we nott passe, 
        Nor Burdeaux voyage wee dare  not ffare,
        And all ffor a ffalse robber that lyes on the seas,
        And robbs us of our  merchants ware.""

        King Henery was stout, and he turned him about, 
        And swore by the Lord that was  mickle of might,
        ""I thought he had not beene in the world throughout 
        That durst haue wrought  England such unright.""

        But ever they sighed, and said, ""alas!"" 
        Unto King Harry this answere  againe:
        ""He is a proud Scott that will robb us all 
        If wee were twenty shipps and  hee but one.""

        The king looket ouer his left shoulder, 
        Amongst his lords and barrons soe ffree:
        ""Have I never lord in all my realme 
        Will ffeitch yond traitor unto mee?""

        ""Yes, that dare I!"" sayes my lord Charles Haward, 
        Neere to the king  wheras hee did stand;
        ""If that Your Grace will give me leave, 
        My selfe will be the only  man.""

        ""Thou shult have six hundred men"" saith our king, 
        ""And chuse them  out of my realme soe ffree;
        Besids marriners and boyes 
        To guide the great shipp on the sea ""

        ""Ile goe speake with Sir Andrew,"" 
        sais Charles,  my lord Haward;
        ""Upon the sea, if he be there 
        I will bring him and his shipp to shore

        Or before my prince I will never come neer.""The ffirst of all my lord did  call 
        A noble gunner hee was one; 
        This man was three score yeeres and ten,
        Anr Peeter Simon was his name.

        ""Peeter,"" sais hee, ""I must sayle the sea, 
        To seeke out an enemye;  God be my speed
        Before all others I have chosen thee; 
        Of a hundred gunners thoust be my  head.""

        ""My lord,"" sais hee, ""if you have chosen mee 
        Of a hundred gunners  to be the head,
        Hange me att your maine-mast tree 
        If I misse my marke past three pence  bread.""

        The next of all my lord he did call, 
        A noble bowman hee was one;
        In Yorekeshire was this gentleman borne, 
        And William Horsley was his name.

        ""Horsley,"" sayes hee, ""I must sayle to the sea, 
        To seeke out an  enemye; God be my speede
        Before all others I have chosen thee; 
        Of a hundred bowemen thoust be my  head.""

        ""My lord,"" sais he, ""if you haue chosen mee  
        Of a hundred  bowemen to be the head,
        Hang me att your mainemast-tree
        If I misse my marke past twelve pence  bread.""

        With pikes, and gunnes, and bowemen bold 
        this noble Haward is gone to the sea,
        On the day before midsummer-even, 
        And out att Thames mouth sayled they.

        They had not sayled dayes three
        Upon their journey they tooke in hand,
        But there they mett with a noble shipp, And
        stoutely made itt both stay and  stand.

        ""Thou must tell me thy name,"" sais 
        Charles,  my lord Haward,
        ""Or who thou art, or ffrom whence thou came, 
        Yea, and where thy dwelling  is,
        To whom and where thy shipp does belong.""

        ""My name,"" says hee, ""is Henery Hunt, 
        With a pure hart and a  penitent mind;
        I and my shipp they doe belong 
        Unto the New-castle that stands vpon Tine""'

        ""Now thou must tell me, Harry Hunt, 
        As thou hast sayled by day and by  night,
        Hast thou not heard of a stout robber? 
        Men calls him Sir Andrew Bartton, Knight.

        But ever he sighed, and sayd, ""Alas! 
        Ffull well, my lord, I know that wight;
        He robd me of my merchants ware,
        And I was his prisoner but yesternight.""

        ""As I was sayling upon the sea, 
        And a Burdeaux voyage as I did ffare,
        He clasped me to his archborde, 
        And robd me of all my merchantsware.""

        ""And I am a man both poore and bare, 
        And every man will have his owne of  me,
        And I am bound towards London to ffare, 
        To complaine to my prince Henerye.""

        ""That shall not need,"" sais my lord Haward; 
        ""If thou canst lett  me this robber see,
        Ffor euery peny he hath taken thee ffroe, 
        Thou shalt be rewarded a  shilling."" quoth hee.

        ""Now God fforefend"" sais Henery Hunt 
        ""My lord, you shold worke  soe ffarr amisse!
        God keepe you out of that traitors hands!
        For you wott ffull litle what a man  hee is.

        ""Hee is brasse within, and steele without, 
        And beames hee beares in his  topcastle stronge;
        His shipp hath ordinance cleane round about; 
        Besids, my lord, hee is verry well  mand.

        ""He hath a pinnace, is deerlye dight, 
        Saint Andrews crosse, that is his  guide;
        His pinnace beares nine score men and more, 
        Besids fifteen cannons on euery  side.

        ""If you wvere twenty shippes, and he but one, 
        Either in archboard or in  hall,
        He would overcome you everye one, 
        And if his beames they doe downe ffall""

        ""This is cold comfort"" sais my Lord Haward, 
        ""To wellcome a  stranger thus to the sea;
        I'll bring him and his shipp to shore, 
        Or else into Scottland hee shall carrye  mee""

        ""Then you must gett a noble gunner, my lord, 
        That can sett well with his  eye,
        And sinke his pinnace into the sea, 
        And soone then overcome will hee bee.

        ""And when that you haue done this,
        If you chance Sir Andrew for to bord,
        Lett no man to his topcastle goe;
        And I will giue you a glasse, my lord.""

        ""And then you need to ffeare no Scott, 
        Whether you sayle by day or by  night;
        And to-morrow, by seven of the clocke, 
        You shall meete with Sir Andrew Barton,  Knight.

        ""I was his prisoner but yesternight, 
        And he hath taken mee sworne,""  quoth hee;
        ""I trust my Lord God will me fforgive 
        And if that oath then broken  bee.""

        ""You must lend me sixe peeces, my lord;"" quoth hee 
        ""Into my shipp,  to sayle the sea,
        And tomorrow, by nine of the clocke, 
        Your Honour againe then will I see.""

        And the hache-bord where Sir Andrew lay
        Is hached with gold deerlye dight:
        ""Now by my ffaith;"" sais Charles, my lord Haward 
        ""Then yonder  Scott is a worthye wight!""

        ""Take in your ancyents and your standards, 
        Yea that no man shall them see,
        And put me fforth a white willow wand, 
        As merchants use to sayle the sea.""

        But they stirred neither top nor mast, 
        But Sir Andrew they passed by:
        ""whatt English are yonder,"" said Sir Andrew
        ""That can so litle  curtesye?""

        ""I have beene admirall over the sea
        More then these yeeres three;
        There is never an English dog, nor Portingall 
        Can passe this way without leave  of me.""

        ""But now yonder pedlers, they are past 
        Which is no litle greffe to me;
        Ffeich them backe;"" sayes Sir Andrew Barton 
        ""They shall all hang att  my maine-mast tree.

        With that the pinnace itt shott of 
        That my Lord Haward might it well ken
        Itt stroke downe my lords fforemast 
        And killed fourteen of my lord his men.

        ""Come hither, Simon!"" sayes my lord Haward
        ""Looke that thy words  be true thou sayed;
        I'll hang thee att my main-mast tree
        If thou misse thy marke past twelve pence  bread.

        Simon was old, but his hart itt was bold; 
        Hee tooke downe a peece, and layd itt  ffull lowe
        He put in chaine yeards nine,
        Besids other great shott lesse and more.

        With that hee lett his gun-shott goe; 
        Soe well hee settled itt with his eye,
        The ffirst sight that Sir Andrew sawe 
        Hee see his pinnace sunke in the sea.

        When hee saw his pinnace sunke,
        Lord! in his hart hee was not well:
        ""Cutt my ropes! itt is time to be gon!
        I'le goe ffeitch yond pedlers backe  my selfe!""

        When my lord Haward saw Sir Andrew loose,
        Lord! in his hart that hee was ffaine:
        ""Strike on your drummes! spread out your ancyents 
        Sound out your trumpetts!  sound out amaine!""

        ""Ffight on, my men!"" sais Sir Andrew Bartton; 
        Weate, howsoever this  geere will sway,
        Itt is my lord Admirall of England 
        Is come to seeke mee on the sea.""

        Simon had a sonne; with shott of a gunn-
        Well Sir Andrew might itt ken-
        He shott itt in att a priuye place, 
        And killed sixty more of Sir Andrews men.

        Harry Hunt came in att the other syde, 
        And att Sir Andrew hee shott then;
        He drove downe his fformast-tree,
        And killed eighty more of Sir Andrews men.

        ""I have done a good turne,"" sayes Harry Hunt;
        ""Sir Andrew is not  our kings ffriend;
        He hoped to haue undone me yesternight, 
        But I hope I have quitt him well in the  end.""

        ""Ever alas!"" sayd Sir Andrew Barton 
        ""what shold a man either  thinke or say?
        Yonder ffalse theeffe is my strongest enemye 
        Who was my prisoner but yesterday.

        ""Come hither to me, thou Gourden good, 
        And be thou readye att my call,
        And I will give thee three hundred pound 
        If thou wilt lett my beames down ffall""

        With that hee swarved the maine-mast tree, 
        Soe did he itt with might and maine;
        Horseley, with a bearing arrow, 
        Stroke the Gourden through the braine.

        And he ffell into the haches againe,
        And sore of this wound that he did bleed;
        There word went through Sir Andrews men, 
        That the Gourden hee was dead.

        ""Comie hither to me, James Hambliton, 
        Thou are my sisters sonne, I have no  more;
        I will give thee six hundred pound
        If thou will lett my beames downe ffall.""

        With that hee swarved the maine-mast tree, 
        Soe did hee itt with might and maine:
        Horseley, with another broad arrow,
        Strike the yeaman through the braine.

        That hee ffell downe to the haches againe; 
        Sore of his wound that hee did bleed;
        Covetousness getts no gaine, 
        Itt is verry true, as the Welchman sayd.

        But when hee saw his sisters sonne slaine,
        Lord! in his heart hee was not well:
        ""Goe ffeitch me downe my armour of prooffe, 
        For I will to the topcastle my-selfe.

        ""Goe ffeitch me downe my armour of prooffe,
        For it is guilded with gold soe  cleare;
        God be with my brother, John of Bartton!
        Amongst the Portingalls hee did itt  weare.""

        But when hee had his armour of prooffe, 
        And on his body hee had itt on,
        Every man that looked att him Sayd, 
        ""Gunn nor arrow he neade feare  none""

        ""Come hither, Horsley!"" sayes my lord Haward,
        ""And looke your  shaft that itt goe right;
        Shoot a good shoote in the time of need, 
        And ffor thy shooting thoust be made a  knight!""

        ""I'le doe my best,"" sayes Horsley then, 
        ""Your Honor shall see  beffore I goe;
        If I shold be hanged att your mainemast,
        I have in my shipp but arrowes  tow.""

        But att Sir Andrew hee shott then;
        Hee mede sure to hitt his marke;
        Vnder the spole of his right arme 
        Hee smote Sir Andrew quite through the hart.

        Yett ffrom the tree hee wold not start, 
        But hee clinged to itt with might and  maine;
        Vnder the coller then of his jacke, 
        He stroke Sir Andrew thorrow the braine.

        ""Ffight on my men,"" sayes Sir Andrew Barton,
        ""I arm hurt, but I  am not slaine;
        I'le lay mee downe and bleed a-while, 
        And then I'le rise and ffight againe.

        ""Ffight on my men,"" sayes Sir Andrew Bartton 
        ""These English doggs  they bite soe lowe;
        Ffight on ffor Scottland and Saint Andew 
        Till you heare my whistle blowe!""

        But when they cold not heare his whistle blow, 
        Sayes Harry Hunt, ""I'le lay  my head
        You may bord yonder noble shipp, my lord, 
        For I know Sir Andrew hee is  dead.""

        With that they borded this noble shipp, 
        Soe did they itt with might and maine;
        The ffound eighteen score Scotts alive, 
        Besids the rest were maimed and slaine.

        My Lord Haward tooke a sword in his hand, 
        And smote off Sir Andrews head;
        The Scotts stood by did weepe and mourne,
        But never a word durst speake or say.

        He caused his body to be taken downe, 
        And ouer the hatch-bord cast into the sea,
        And about his middle three hundred crownes:
        ""whersoever thou lands, it will  bury thee.""

        With his head they sayled into England againe, 
        With right good will, and fforce  and main,
        And the day beffore Newyeeres even Into 
        Thames mouth they came againe.

        My lord Haward wrote to King Heneryes grace, 
        With all the newes hee cold him  bring:
        ""Such a Newyeeres gifft I have brought to your Grace 
        As neuer did subject  to any king.

        ""Ffor merchandyes and manhood, 
        The like is nott to be ffound; 
        The sight of these wold doe you good, 
        Ffor you haue not the like in your English  ground."" But when hee heard tell that they  were come,
        Full royally hee welcomed them home;
        Sir Andrew's shipp was the kings Newyeeres guifft; 
        A braver shipp you never saw  none.

        Now hath our king Sir Andrews shipp, 
        Besett with pearles and precyous stones;
        Now hath England two shipps of warr, 
        Two shipps of warr, before but one.

        ""who holpe to this?"" sayes King Henerye, 
        ""That I may reward him  ffor his paine:""
        ""Harry Hunt, and Peeter Simon, William Horseleay, and 
        I the same.""

        ""Harry Hunt shall haue his whistle and chain 
        And all his jewells,  whatsoever they be
        And other rich giffts that I will not name
        For his good service he hath  done.""

        ""Horslay, right thoust be a knight, 
        Lands and livings thou shalt have store
        Haward shall be erle of Nottingham 
        And soe was never Haward before.

        ""Now, Peeter Simon, thou art old;
        I will maintaine thee and thy sonne;
        Thou shalt have five hundred pound all in gold
        For the good service that  thou hast done.""

        Then King Henerye shiffted his roome 
        In came the Queene and ladyes bright;
        Other arrands they had none 
        But to see Sir Andrew Bartton, Knight.

        But when they see his deadly fface, 
        His eyes were hollow in his head;
        ""I wold give a hundred pound,"" sais King Henry
        ""The man were  alive as hee is dead!

        ""Yett for the manfull part that hee hath playd 
        Both heere and beyond the  sea,
        His men shall have halfe a crowne a day 
        To bring them to my brother, King Jamye!""   "
16,Around Cape Horn,"Around Cape Horn we've got to go  

To me way, hay, o-hio!

        Around Cape Horn to Calle-a-o  

A long time ago!  Round Cape Horn where the stiff winds blow, 

To me way, hay, o-hio!

        Round Cape Horn where there's sleet and snow   

A long time ago!
        
        I wish to God I'd never been born 

To me way, hay, o-hio!

        To drag my carcass around Cape Horn  

          A long time ago!"
17, Asleep In The Deep ,"Stormy the night and the waves roll high,
        
Bravely the ship doth ride, 
Hark! while the lighthouse bell's solemn cry 
Rings over the sullen tide

        There on the deck see two lovers stand,
        
        Heart to heart beating, and hand to hand;
        Though death be near, she knows no fear
        
        While at her side is one of all most dearCHORUS
        Loudly the bell in the old  tower rings,
        
        Bidding us list to the warning  it brings  
        sailor, take care -  sailor, take care

        Danger is near thee, beware, beware,   beware, beware
        
        Many brave hearts are asleep in  the deep,  
        so beware, beware 
          Many brave hearts are asleep in  the deep,
 so beware, beware 
What of the storm when the night is over
        
        There is no trace or sign.
        Save where the wreckage hath strewn the shore
        
        Peaceful the sun doth shine.

        But when the wild raging storm did cease,
        
        Under the billows two hearts found peace
        No more to part  no more of pain
        
        The bell may now tell its warning in vain. "
18,Away Rio  ,"The Anchor is weighed and the sails they are  set Away Rio!

        The maids we are leaving we'll never forget, 

      For we're bound for the Rio Grande, and Away Rio! Aye Rio!
        We're bound away this very day For we're bound  for the Rio Grande  

        So pack up your donkey and get under way,

        The girls we are leaving can take our half pay 
        We've a jolly good ship and a jolly good crew,

         A jolly good mate and a good skipper too
        We'll sing as we heave to the maidens we leave

        And you who are listening, goodbye to you
       

      Heave with a will and heave long and strong

      Sing the good chorus for 'tis a good song 
        Heave only one pawl then vast heavin' belay

        Heave steady because we say farewell today
        The chain's up and down , now the bosun did  say

        Heave up to the hawspipe, the anchor's away "
19,aweigh_santy_ano  ,"From Boston Town we're bound away,
        Heave aweigh (Heave aweigh!) Santy Ano.
        Around Cape Horn to Frisco Bay, 
        We're bound for Californi-o.

        So Heave her up and away we'll go,
        Heave aweigh (Heave aweigh!) Santy Ano.
        Heave her up and away we'll go,
        We're bound for Californi-o.

        She's a fast clipper ship and a bully crew,
        Heave aweigh (Heave aweigh!) Santy Ano.
        A down-east Yankee for her captain, too.
        We're bound for Californi-o.

        So Heave her up and away we'll go,
        Heave aweigh (Heave aweigh!) Santy Ano.
        Heave her up and away we'll go,
        We're bound for Californi-o.

        Back in the days of Forty-nine,
        Heave aweigh (Heave aweigh!) Santy Ano.
        Those were the days of the good old times,
        Way out in Californi-o.

        So Heave her up and away we'll go,
        Heave aweigh (Heave aweigh!) Santy Ano.
        Heave her up and away we'll go,
        We're bound for Californi-o.

        When I leave ship I'll settle down
        Heave aweigh (Heave aweigh!) Santy Ano
        I'll marry a girl named Sally Brown
        Way out in Californi-o

        So Heave her up and away we'll go,
        Heave aweigh (Heave aweigh!) Santy Ano.
        Heave her up and away we'll go,
        We're bound for Californi-o.

        There's plenty of gold, so I've been told,
        Heave aweigh (Heave aweigh!) Santy Ano.
        Plenty of gold so I've been told
        Way out in Californi-o

        So Heave her up and away we'll go,
        Heave aweigh (Heave aweigh!) Santy Ano.
        Heave her up and away we'll go,
        We're bound for Californi-o.    "
20,The Ballad of Captain Kidd,"1  My name was William Kidd,  
        When I sailed, when I sailed,  
        My name was William Kidd,  
        When I sailed,  My name was William Kidd;  
        God's laws I did forbid,  
        And so wickedly I did,  
        When I sailed. 2  My parents taught me well,  
        When I sailed, when I sailed,  
        My parents taught me well,  When I sailed,  
        My parents taught me well,  
        To shun the gates of hell,  
        But against them I rebelled,  
      When I sailed. 3  I'd a Bible in my hand,  
      When I sailed, when I sailed,  
      I'd a Bible in my hand,  When I sailed,  
      I'd a Bible in my hand,  
      By my father's great command,  
      And I sunk it in the sand,  When I sailed. 4  I murdered William Moore,  
      As I sailed, as I sailed  
      I murdered William Moore,  As I sailed,  
      I murdered William Moore,  
      And laid him in his gore,  
      Not many leagues from shore,  As I sailed. 5  I was sick and nigh to death,  
      As I sailed, as I sailed  
      I was sick and nigh to death,  
      As I sailed,  
      I was sick and nigh to death,  
      And I vowed with every breath,  
      To walk in wisdom's ways,  When I sailed. 6  I thought I was undone,  
      As I sailed, as I sailed  
      I thought I was undone,  As I sailed,  
      I thought I was undone,  
      And my wicked glass had run,  
      But health did soon return,  As I sailed. 7  My repentance lasted not,  
      As I sailed, as I sailed  
      My repentance lasted not,  As I sailed,  
      My repentance lasted not,  
      My vows I soon forgot,  
      Damnation was my lot,  As I sailed. 8  I spied three ships from France,  
      As I sailed, as I sailed  
      I spied three ships from France,  As I sailed,  
      I spied three ships from France,  
      To them I did advance,
And took them all by chance,  As I sailed. 9  I spied three ships from Spain,  As I sailed, as I sailed  
      I spied three ships from Spain,  As I sailed,  
      I spied three ships from Spain,  
      I looted them for gain,  
      Till most of them were slain,  As I sailed. 10  I'd ninety bars of gold,  
      As I sailed, as I sailed  
      I'd ninety bars of gold,  As I sailed,  
      I'd ninety bars of gold,  
      And dollars manifold,  
      With riches uncontrolled,  As I sailed. 11  Thus being o'ertaken at last,  
      As I sailed, as I sailed  
      Thus being o'ertaken at last,  As I sailed,  
      Thus being o'ertaken at last,  
      And into prison cast,  
      And sentence being passed,  As I sailed. 12  Farewell, the raging main,  
      I must die, I must die,  
      Farewell, the raging main,  
      I must die,  Farewell, the raging main,  
      To Turkey, France, and Spain,  
      I shall never see you again,  For I must die. 13  To the Execution Dock,  
      I must go, I must go,  
      To the Execution Dock,  I must go,  
      To the Execution Dock,  
      While many thousands flock,  
      But I must bear the shock,  
      And must die. 14  Come all ye young and old,  
      And see me die, see me die,  
      Come all ye young and old,  And see me die,  
      Come all ye young and old,  
      You're welcome to my gold,  
      For by it I've lost my soul,  And must die. 15  Take a warning now by me,  
      For I must die, I must die,  
      Take a warning now by me,  For I must die,  
      Take a warning now by me,  
      And shun bad company,  
      Let you come to hell with me,  For I must die."
21,The Balena,"On the noble fleet of whalers out sailing from Dundee  
      Well manned by British sailors to work them on the sea 
      On the western ocean passage none with them can compare 
      For there's not a ship could make the trip as the ""Balena"" I declare
        
 CHORUS:

          And the wind is on her quarter and her engine working free

 And there's not another whaler a-sailing from Dundee          

Can beat the old ""Balena"" and you need not try her on          

          For we challenge all both large and small from Dundee to St. Johns There's the new built ""Terra Nova"", she's a model with no doubt  
      There's the ""Arctic"" and ""Aurora"", you've heard so much about  
      There's Jacklin's model mail-boat, the terror of the sea 
      Couldn't beat the old ""Balena"" boys, on a passage from Dundee...CHORUS And it happened on the Thursday four days after we left Dundee
Was carried off the quarter boats all in a raging sea 
That took away our bulwark, our stanchions and our rails 
And left the whole concern boys, a-floating in the gales...CHORUS Bold Jacklin carries canvas and fairly raises steam  
      And Captain Guy's a daring boy, goes ploughing through the stream 
      But Millan says the ""Eskimo"" could beat the blooming lot  
      But to beat the old ""Balena"" boys, they'd find it rather hot...CHORUS An' now that we've landed boys, where the rum is mighty cheap  
      We'll drink success to the Captain, for getting us over the deep 
      And a health to all our sweet hearts, an' to our wives so fair 
      Not another ship could make that trip but the ""Balena"" I declare..."
